"adult","backdrop_path","genre_ids","id","original_language","original_title","overview","popularity","poster_path","release_date","title","video","vote_average","vote_count"
FALSE,"/bguFhzIGpQdGQ6uizm07oMKbgHi.jpg","80, 18, 28",101,"fr","Léon","Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps.",5.153,"/yI6X2cCM5YPJtxMhUd3dPGqDAhw.jpg","1994-09-14","Léon: The Professional",FALSE,8.303,15051
FALSE,"/b3mdmjYTEL70j7nuXATUAD9qgu4.jpg","16, 14, 12",823219,"lv","Straume","A solitary cat, displaced by a great flood, finds refuge on a boat with various species and must navigate the challenges of adapting to a transformed world together.",62.576,"/imKSymKBK7o73sajciEmndJoVkR.jpg","2024-08-29","Flow",FALSE,8.3,1461
FALSE,"/c8Pi8F1FzpNebtgXcSjC9nWCdSW.jpg","35, 10752",914,"en","The Great Dictator","Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.",3.877,"/nhMXB8GTdswYMCL9nepDZymJCOr.jpg","1940-10-15","The Great Dictator",FALSE,8.302,3423
FALSE,"/i1GT0e6Crg6UezT3ibXnMS3pBAd.jpg","16, 18, 10749",652837,"ja","ジョゼと虎と魚たち","With dreams of diving abroad, Tsuneo gets a job assisting Josee, an artist whose imagination takes her far beyond her wheelchair. But when the tide turns against them, they push each other to places they never thought possible, and inspire a love fit for a storybook.",3.629,"/lNpZWdXC4HtXQ8nVo21gg7T9D6N.jpg","2020-12-25","Josee, the Tiger and the Fish",FALSE,8.301,489
FALSE,"/mHG7dpLb0ZScSY3LpP443IHRmjy.jpg","16, 53",10494,"ja","PERFECT BLUE","Encouraged by her managers, rising pop star Mima takes on a recurring role on a popular TV show, when suddenly her handlers and collaborators begin turning up murdered.",3.937,"/bee6ZQVaSAUhlBinsP9In8x8vO1.jpg","1998-02-28","Perfect Blue",FALSE,8.301,2746
FALSE,"/p47ihFj4A7EpBjmPHdTj4ipyq1S.jpg","18",599,"en","Sunset Boulevard","A hack screenwriter writes a screenplay for a former silent film star who has faded into Hollywood obscurity.",3.613,"/sC4Dpmn87oz9AuxZ15Lmip0Ftgr.jpg","1950-08-10","Sunset Boulevard",FALSE,8.3,2638
FALSE,"/hUeSuUxNyQivx2wrRvGoyZiZDUu.jpg","16, 10751, 14, 35",1139087,"en","Once Upon a Studio","Created for Disney's 100th anniversary, the short features Mickey Mouse corralling a gallery of legendary Disney characters for a group photo.",3.581,"/aiy3G1cYWV3LgKZHY6a3jL8bjYL.jpg","2023-09-24","Once Upon a Studio",FALSE,8.3,367
FALSE,"/hi9j4i0A5xeLdPp9ek7JF3ekbkJ.jpg","10749, 16, 14",92321,"ja","蛍火の杜へ","One hot summer day a little girl gets lost in an enchanted forest of the mountain god where spirits reside. A young boy appears before her, but she cannot touch him for fear of making him disappear. And so a wondrous adventure awaits...",0.003,"/mDqzHV8UXWWNpZkoAbKmKX1ZxEE.jpg","2011-09-17","Hotarubi no Mori e",FALSE,8.3,1125
FALSE,"/u1wHUA0R48FH4WV3sGqjwx3aNZm.jpg","16, 18, 10402, 10749",632632,"ja","映画 ギヴン","The relationship between a band's bassist, their drummer, and the drummer’s roommate and ex-boyfriend, who is a professional violinist.",3.547,"/3trPz7muDOv4AHjDZiD3MLGls2Q.jpg","2020-08-22","Given",FALSE,8.3,394
FALSE,"/26SUDI2iKhZTIKcU4ZzezTH1G15.jpg","18, 37",335,"it","C'era una volta il West","As the railroad builders advance unstoppably through the Arizona desert on their way to the sea, Jill arrives in the small town of Flagstone with the intention of starting a new life.",4.837,"/qbYgqOczabWNn2XKwgMtVrntD6P.jpg","1968-12-21","Once Upon a Time in the West",FALSE,8.282,4448
FALSE,"/kSlO1pHpwQfPQdgVPr7dJiJNtJ8.jpg","35, 18, 10749",3082,"en","Modern Times","A bumbling tramp desires to build a home with a young woman, yet is thwarted time and time again by his lack of experience and habit of being in the wrong place at the wrong time..",3.829,"/7uoiKOEjxBBW0AgDGQWrlfGQ90w.jpg","1936-02-05","Modern Times",FALSE,8.282,3749
FALSE,"/ySaK6hpbCc2OE13ac7ovhgWwR5u.jpg","10402",568332,"en","Taylor Swift: Reputation Stadium Tour","Taylor Swift takes the stage in Dallas for the Reputation Stadium Tour and celebrates a monumental night of music, memories and visual magic.",3.539,"/u6oXUTtOuJRPdUgUuPAVVJPSKCo.jpg","2018-12-31","Taylor Swift: Reputation Stadium Tour",FALSE,8.3,398
FALSE,"/2Kkqmy3EpXqBDqv1vvsNXX3pwww.jpg","18, 35",42269,"it","C'eravamo tanto amati","Three partisans bound by a strong friendship return home after the war, but the clash with everyday reality puts a strain on their bond.",3.532,"/zGGWYpiKNwjpKxelPxOMqJnUgDs.jpg","1974-12-21","We All Loved Each Other So Much",FALSE,8.3,577
FALSE,"/xLMJCCSatxENpHO9rLW9yD8A12C.jpg","16, 878, 28, 18",18491,"ja","新世紀エヴァンゲリオン劇場版 Air／まごころを、君に","SEELE orders an all-out attack on NERV, aiming to destroy the Evas before Gendo can advance his own plans for the Human Instrumentality Project. Shinji is pushed to the limits of his sanity as he is forced to decide the fate of humanity. An alternate ending to the television series ""Neon Genesis Evangelion"", which aired from 1995 to 1996 and whose final two episodes were controversial for their atypically abstract direction.",3.94,"/j6G24dqI4WgUtChhWjfnI4lnmiK.jpg","1997-07-19","Neon Genesis Evangelion: The End of Evangelion",FALSE,8.276,1655
FALSE,"/Ma7mQsldFCaQpsZbm8zolgLfmV.jpg","35, 18, 10749",901,"en","City Lights","A tramp falls in love with a beautiful blind flower girl. His on-and-off friendship with a wealthy man allows him to be the girl's benefactor and suitor.",3.79,"/ugmakEL5y294I5bXgiBqApuZpwc.jpg","1931-02-06","City Lights",FALSE,8.3,2218
FALSE,"/oDTHNGAH1gZwNk45do1rOoU3oxN.jpg","18, 35",77338,"fr","Intouchables","A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.",4.735,"/323BP0itpxTsO0skTwdnVmf7YC9.jpg","2011-11-02","The Intouchables",FALSE,8.274,17471
FALSE,"/9Qs9oyn4iE8QtQjGZ0Hp2WyYNXT.jpg","18, 10752",28,"en","Apocalypse Now","At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",4.76,"/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg","1979-05-19","Apocalypse Now",FALSE,8.274,8391
FALSE,"/3q35nBLCIdEbxYfsr7D5ocYQXKz.jpg","18, 10751, 14",1585,"en","It's a Wonderful Life","A holiday favourite for generations...  George Bailey has spent his entire life giving to the people of Bedford Falls.  All that prevents rich skinflint Mr. Potter from taking over the entire town is George's modest building and loan company.  But on Christmas Eve the business's $8,000 is lost and George's troubles begin.",4.139,"/bSqt9rhDZx1Q7UZ86dBPKdNomp2.jpg","1946-12-20","It's a Wonderful Life",FALSE,8.272,4447
FALSE,"/uxLPHh2NLEWoIInABsqREoQ845i.jpg","16, 14, 10749, 18",533514,"ja","劇場版 ヴァイオレット・エヴァーガーデン","As the world moves on from the war and technological advances bring changes to her life, Violet still hopes to see her lost commanding officer again.",3.563,"/A9R6bukzzRmOzxvDQsXdQpeNm8l.jpg","2020-09-18","Violet Evergarden: The Movie",FALSE,8.3,427
FALSE,"/nbMY2UcNnaAr3jrrowzN0NaxQyr.jpg","10752, 18, 36",975,"en","Paths of Glory","A commanding officer defends three scapegoats on trial for a failed offensive that occurred within the French Army in 1916.",3.903,"/tJXwtzOSNUC8dxJfrdvkNtGrrgW.jpg","1957-10-25","Paths of Glory",FALSE,8.3,2983
FALSE,"/inEy3A5OPgeYW4rjRiGycfEeQzA.jpg","18",637920,"tr","7. Koğuştaki Mucize","Separated from his daughter, a father with an intellectual disability must prove his innocence when he is jailed for the death of a commander's child.",3.845,"/bOth4QmNyEkalwahfPCfiXjNh1r.jpg","2019-10-10","Miracle in Cell No. 7",FALSE,8.258,4437
FALSE,"/muSeX7fnNw0pv4zHK7RSwZln6Hk.jpg","18, 10402",10376,"it","La leggenda del pianista sull'oceano","The story of a virtuoso piano player who lives his entire life aboard an ocean liner. Born and raised on the ship, 1900 (Tim Roth) learned about the outside world through interactions with passengers, never setting foot on land, even for the love of his life. Years later, the ship may be destroyed, and a former band member fears that 1900 may still be aboard, willing to go down with the ship.",3.541,"/iOcbJ5pxokOPDRgieVDbsFMrCc6.jpg","1998-10-28","The Legend of 1900",FALSE,8.3,2284
FALSE,"/wXsQvli6tWqja51pYxXNG1LFIGV.jpg","10751, 16, 18",8587,"en","The Lion King","Young lion prince Simba, eager to one day become king of the Pride Lands, grows up under the watchful eye of his father Mufasa; all the while his villainous uncle Scar conspires to take the throne for himself. Amid betrayal and tragedy, Simba must confront his past and find his rightful place in the Circle of Life.",7.821,"/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg","1994-06-15","The Lion King",FALSE,8.3,18601
FALSE,"/f72GEQF2lKsdmEULSI9bWCbQylH.jpg","18, 53, 80",29259,"fr","Le Trou","Four prison inmates have been hatching a plan to literally dig out of jail when another prisoner, Claude Gaspard, is moved into their cell. They take a risk and share their plan with the newcomer. Over the course of three days, the prisoners and friends break through the concrete floor using a bed post and begin to make their way through the sewer system -- yet their escape is anything but assured.",3.571,"/xyZhiOz5NHVBUKlpioxjwajy7pm.jpg","1960-03-18","Le Trou",FALSE,8.3,493
FALSE,"/sdwjQEM869JFwMytTmvr6ggvaUl.jpg","18, 53, 9648, 28",670,"ko","올드보이","With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate man seeks revenge on his captors.",4.489,"/pWDtjs568ZfOTMbURQBYuT4Qxka.jpg","2003-11-21","Oldboy",FALSE,8.3,8879
FALSE,"/L7DIiAdP8DnNqOh7454ZrTYspR.jpg","10402, 18, 10749",630566,"en","Clouds","Young musician Zach Sobiech discovers his cancer has spread, leaving him just a few months to live. With limited time, he follows his dream and makes an album, unaware that it will soon be a viral music phenomenon.",3.797,"/d0OdD1I8qAfETvE9Rp9Voq7R8LR.jpg","2020-10-09","Clouds",FALSE,8.2,1012
FALSE,"/wO0MIGcA7w7tBI9Ey80Q4Z7qnPm.jpg","16, 10751, 12, 14",995133,"en","The Boy, the Mole, the Fox and the Horse","The unlikely friendship of a boy, a mole, a fox and a horse traveling together in the boy's search for home.",3.612,"/aBBJRyS17TIrdXih3uSYvPAR3Ua.jpg","2022-12-25","The Boy, the Mole, the Fox and the Horse",FALSE,8.2,609
FALSE,"/5MgMCnslrxQfOfaq6T5ndkLlcCk.jpg","16, 10749, 18, 14",572154,"ja","青春ブタ野郎はゆめみる少女の夢を見ない","In Fujisawa, Sakuta Azusagawa is in his second year of high school. Blissful days with his girlfriend and upperclassman, Mai Sakurajima, are interrupted by the appearance of his first crush, Shoko Makinohara.",3.582,"/AtFnN4OztDJy8IFwYd5JfU0jlEM.jpg","2019-06-15","Rascal Does Not Dream of a Dreaming Girl",FALSE,8.246,530
FALSE,"/uRKhh7JYMD6QWNt0NjmMfh7uLdm.jpg","10402",1160164,"en","TAYLOR SWIFT | THE ERAS TOUR","The cultural phenomenon continues on the big screen! Immerse yourself in this once-in-a-lifetime concert film experience with a breathtaking, cinematic view of the history-making tour.",3.854,"/jf3YO8hOqGHCupsREf5qymYq1n.jpg","2023-10-13","TAYLOR SWIFT | THE ERAS TOUR",FALSE,8.2,436
FALSE,"/88J6waYVTta8Qz3iX3qUeWNA5d5.jpg","18, 10749",447362,"en","Life in a Year","A 17 year old finds out that his girlfriend is dying, so he sets out to give her an entire life, in the last year she has left.",3.829,"/bP7u19opmHXYeTCUwGjlLldmUMc.jpg","2020-11-27","Life in a Year",FALSE,8.245,1899
FALSE,"/mlxKite1x1PgmIhJgAxNS9eHmH8.jpg","16, 10751, 12, 35, 14",508965,"en","Klaus","When Jesper distinguishes himself as the Postal Academy's worst student, he is sent to Smeerensburg, a small village located on an icy island above the Arctic Circle, where grumpy inhabitants barely exchange words, let alone letters. Jesper is about to give up and abandon his duty as a postman when he meets local teacher Alva and Klaus, a mysterious carpenter who lives alone in a cabin full of handmade toys.",3.927,"/q125RHUDgR4gjwh1QkfYuJLYkL.jpg","2019-11-08","Klaus",FALSE,8.243,4205
FALSE,"/YLyORLsYIjC0d1TFBSpJKk7piP.jpg","16, 18, 10749",504253,"ja","君の膵臓をたべたい","After his classmate and crush is diagnosed with a pancreatic disease, an average high schooler sets out to make the most of her final days.",3.594,"/qDWA7fB4cZ4sBP6YgwlxvraDHi7.jpg","2018-09-01","I Want to Eat Your Pancreas",FALSE,8.241,1589
FALSE,"/27ZkYMWynuK2qiDP6awc3MsCaOs.jpg","10749, 18",527641,"en","Five Feet Apart","Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control — all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction.",4.246,"/kreTuJBkUjVWePRfhHZuYfhNE1T.jpg","2019-03-14","Five Feet Apart",FALSE,8.24,5689
FALSE,"/7RyHsO4yDXtBv1zUU3mTpHeQ0d5.jpg","12, 878, 28",299534,"en","Avengers: Endgame","After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",6.545,"/ulzhLuWrPK07P1YkdWQLZnQh1JL.jpg","2019-04-24","Avengers: Endgame",FALSE,8.24,26106
FALSE,"/mDfJG3LC3Dqb67AZ52x3Z0jU0uB.jpg","12, 28, 878",299536,"en","Avengers: Infinity War","As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",13.986,"/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg","2018-04-25","Avengers: Infinity War",FALSE,8.2,30283
FALSE,"/oIQMt3Q6Qa37YD0JOdYkrIAPYDk.jpg","18, 10752",25237,"ru","Иди и смотри","The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",3.927,"/qNbMsKVzigERgJUbwf8pKyZogpb.jpg","1985-10-17","Come and See",FALSE,8.2,1555
FALSE,"/bjhyMfL5yLtliwBuheRD4HOI78G.jpg","18, 36",490132,"en","Green Book","Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.",5.387,"/7BsvSuDQuoqhWmU2fL7W2GOcZHU.jpg","2018-11-16","Green Book",FALSE,8.2,11862
